method,family,n_assets,seed,goal_mult,hist_goal_hit,hist_terminal_wealth,hist_shortfall,hist_max_drawdown,goal_probability,terminal_wealth,mc_goal_prob,mc_goal_prob_ci_lo,mc_goal_prob_ci_hi,mc_shortfall_mean,mc_mean_wealth,mc_median_wealth,mc_wealth_p05,mc_wealth_p25,mc_wealth_p75,mc_wealth_p95,mean_gross_leverage,max_gross_leverage,mean_net_exposure,max_single_name_weight,turnover,wealth_vol,test_u,train_time_sec,solve_time_sec,nn_param_count
fd_nd,fd,20,1,1.1,True,1.3994162511004284,0.0,-0.23198418993475078,0.9575,1.3994162511004284,0.9575,0.948,0.9657625,0.01625143270382456,1.17066738078175,1.185170674820718,1.1083870849183064,1.1485293235627483,1.2228535793173614,1.2706128621110173,2.8422097340909334,8.000000000000002,-1.0531598126351884,1.0905643944282852,249.7387906420635,0.13285377412874774,,0.0,2.6601220659940736,0
fd_merton_multi,fd,20,1,1.1,True,1.3102502696774643,0.0,-0.0052175729108463464,1.0,1.3102502696774643,,,,,,,,,,,1.0,1.0,-0.5796032327643256,0.7065693737630003,0.0,0.004816481163614495,,0.0,0.00014181400183588266,0
nn_mlp_small,nn,20,1,1.1,True,1.901219702169079,0.0,-0.6869022585821281,0.935,1.901219702169079,0.935,0.924,0.946,0.01430215527118927,1.4893496795858334,1.4808827634078114,1.0566041273026388,1.3287609991914486,1.6515280647336321,1.958947550243284,8.0,8.000000000000002,-2.0,1.6079058678582996,161.205994408021,0.5463418269213797,0.9271670579910278,16.626938860004884,0.0,1812
nn_mlp_deep,nn,20,1,1.1,True,2.129312803518052,0.0,-0.6584750154916504,0.949,2.129312803518052,0.949,0.939,0.959,0.014426575137263795,1.4774576109347743,1.47703123850401,1.0977552022198196,1.3445007045707786,1.6258451930618172,1.8787443420109202,8.0,8.000000000000002,-2.0,1.429075483000131,194.31114868548573,0.5386043926626188,0.9299107789993286,16.850966651007184,0.0,7092
nn_policy_net,nn,20,1,1.1,True,2.260341203483257,0.0,-0.7919891833016439,0.932,2.260341203483257,0.932,0.9207375,0.942,0.03702093232284072,1.5495452171654152,1.5490807759888745,0.9778355005345924,1.3542857950879637,1.790505863741107,2.1768680947179195,8.0,8.000000000000002,-2.0,1.304635327274641,303.21805720936044,0.7585717235458993,0.9248638153076172,16.917562269998598,0.0,35988
nn_ste_goalreach,nn,20,1,1.1,True,2.260341203483257,0.0,-0.7919891833016439,0.932,2.260341203483257,0.932,0.9207375,0.942,0.03702093232284072,1.5495452171654152,1.5490807759888745,0.9778355005345924,1.3542857950879637,1.790505863741107,2.1768680947179195,8.0,8.000000000000002,-2.0,1.304635327274641,303.21805720936044,0.7585717235458993,0.923828125,16.888496601008228,0.0,35988
nn_digital_hedge,nn,20,1,1.1,True,1.6781577978392141,0.0,-0.06646916749735388,0.7425,1.6781577978392141,0.7425,0.7245,0.7645,0.017102416075488996,1.1694583132328873,1.1673653755471491,0.9952264422286473,1.0954483278533669,1.239918539547915,1.3543550525021884,7.9999998181687655,8.000000000000002,-1.9999999695897694,2.2483610834443866,14.167826558984247,0.10884579176533017,0.71923828125,17.68337790199439,0.0,33537
nn_policy_long_only,nn,20,1,1.1,True,1.9739376112297202,0.0,-0.4142115613004105,0.7135,1.9739376112297202,0.7135,0.6947375,0.732,0.04915322848700409,1.3475798177225053,1.291242839558297,0.8012943647342273,1.0644441546807175,1.5752530210656166,2.073778734760334,1.2531106512048351,1.2538091540336609,1.2531106512048351,0.9997288278679349,0.00450819730758667,0.2947138372344971,0.6532312035560608,16.001726315997075,0.0,35988
nn_ste_long_only,nn,20,1,1.1,True,2.2219403483343485,0.0,-0.6110341997664642,0.7125,2.2219403483343485,0.7125,0.6927375,0.7302625,0.07141996167125965,1.5647696697540654,1.4137313771794013,0.6786987215424978,1.0413397612037176,1.9267009172659906,2.954969625007011,1.9985480210377802,1.9985560774803162,1.9985480210377802,0.9998074690500895,0.0004278421401977539,0.460618235530002,0.6533203125,9.56969301700883,0.0,35988
nn_digital_hedge_long_only,nn,20,1,1.1,True,1.2059793998100024,0.0,-0.20302470478685186,0.5405,1.2059793998100024,0.5405,0.5212375,0.5605,0.03449445047963398,1.11298769176039,1.1084986245099568,0.9577516395837434,1.0393060868147064,1.1765875067696934,1.2973862398333573,1.0000000016036354,1.0000001350417733,1.0000000016036354,0.30904708799734637,5.021768563659862,0.10027293309993557,0.49658203125,9.380018609997933,0.0,33537
nn_historical_replay,nn,20,1,1.1,True,1.4361067351103722,0.0,-0.40170735183389017,0.7885,1.4361067351103722,0.7885,0.7702375,0.809025,0.06787796863887299,1.1632559463855996,1.2366349784382993,0.6111575846460383,1.1553091328379512,1.28056408119991,1.379317807174342,5.327425138155619,8.0,-4.672574861844381,1.1019653138224366,232.54458050713905,0.25301477080973384,1.0,7.240319022006588,0.0,36372
nn_historical_replay_long_only,nn,20,1,1.1,True,2.0097665191566954,0.0,-0.7240250667106201,0.617,2.0097665191566954,0.617,0.595,0.638,0.1381682079401392,1.6250844225720689,1.3333093585606193,0.46148684123317757,0.8603476256925211,2.090431278523277,3.8485788068720423,3.0,3.000000000000001,3.0,0.7500261767170203,8.872146485623782e-05,0.5926639554228673,0.0,7.238760755994008,0.0,36372
deep_bsde,nn,20,1,1.1,False,0.000854007297407885,1.0991459927025922,-0.9991768069809186,0.762,0.000854007297407885,0.762,0.7455,0.7807625,0.19282178795682092,1.9965411492850884,2.248952349006996,0.05495988071039431,1.2196038915475216,2.803139512016241,3.571655581367161,7.999949657264634,8.000000000000002,-2.0000503427353666,4.139800448158665,173.49525956249738,1.4755676476189081,0.823083221912384,24.49110791500425,0.0,72480
pinn,nn,20,1,1.1,False,0.11300567284539723,0.9869943271546029,-0.9086508853917615,0.95,0.11300567284539723,0.95,0.9405,0.959,0.022831839009291595,1.4381613460718692,1.4467012968824897,1.1017779023911964,1.3394000370778207,1.5642422679552197,1.8007688228143275,8.0,8.000000000000002,-2.0,2.426161762955079,158.30940271888997,0.8556879377363458,0.9418312311172485,43.28971965199162,0.0,9877
actor_critic,nn,20,1,1.1,True,2.5709008863541314,0.0,-0.6614272393706117,0.9535,2.5709008863541314,0.9535,0.9435,0.9625,0.021407325257858226,1.5133096969985276,1.51789795456722,1.1269372435788862,1.3762217824292609,1.6819196628950128,1.9526943029833514,7.991281143290487,8.000000000000002,-1.9912811432904864,1.6166016443062552,169.68793593715534,0.47148092962170746,0.941218376159668,20.103033530001994,0.0,10069
lstm,nn,20,1,1.1,True,2.2772678813813925,0.0,-0.5547595458599921,0.929,2.2772678813813925,0.929,0.917,0.9402625,0.013367599055877626,1.4875031800179868,1.4750525089312325,1.0392224455571173,1.3141118092834465,1.6633678829823706,1.972910996098516,8.0,8.000000000000002,-2.0,1.4392998732183773,128.3537146415818,0.4332482562523756,0.9040201902389526,21.10278255699086,0.0,5268
